COMERCIO,COMENTÁRIO,DATA,AVALIACAO,SETOR,TextBlob,Unnamed: 6,texto_traduzido
Zé Latinhas,"Um bar gourmet, estava lotado, mas a comida é gostosa",9 meses atrás,5,Central,,,"A gourmet bar, it was crowded, but the food is hot"
Zé Latinhas,"Bebida, comida e atendimento perfeito. Música ambiente agradabilíssima.",um ano atrás,5,Central,,,"Drink, food and perfect service. Very pleasant environmental music."
Zé Latinhas,Não serve cerveja em lata e tem poucas opções de petiscos,um ano atrás,3,Central,,,No good beer in can and has few snack options
Zé Latinhas,Comida boa. Ambiente limpo. Atendimento bom. Espaço pequeno. No geral custo benefício vale a pena.,4 anos atrás,4,Central,,,Nice food. Clean environment. Good service. Small space. In general cost benefit is worth it.
Zé Latinhas,Comida bem tradicional do centro da cidade. Vale a pena conferir e apreciar o ótimo sabor.,2 anos atrás,5,Central,,,Very traditional food from the city center. It is worth checking and enjoying the great flavor.
Zé Latinhas,Local super descontraído e charmoso! Adorei! Vale a visita!,um ano atrás,5,Central,,,Super relaxed and charming place! I loved! Worth the visit!
Zé Latinhas,"Ambiente agradável, música ao vivo.",9 meses atrás,5,Central,,,"Nice atmosphere, live music."
Zé Latinhas,Quando toca Samba eu amo.,10 meses atrás,5,Central,,,When you play samba I love.
Zé Latinhas,"Bom atendimento, chopp gelado, boa música",um ano atrás,5,Central,,,"Good service, cold draft beer, good music"
Zé Latinhas,"Adoro almoçar aí, pois lembro do meu avô, que eu sempre ia c ele e lembro q ele falava q era a melhor cerveja",4 anos atrás,5,Central,,,"I love lunch there, because I remember my grandfather, that I always went to him and remember that he said that was the best beer"
Zé Latinhas,"Muito bom,ótimo atendimento,preços em conta.comidas variadas.",um ano atrás,5,Central,,,"Very good, great service, prices in account."
Zé Latinhas,"Comida muito bem feita, leve e variada. Ela é reposta o tempo todo. E com ótimo preço. Aceita cartão e café com rapadura por conta.",5 anos atrás,5,Central,,,"Very well done, light and varied food. She is replaced all the time. And with great price. Accepts card and coffee with rapadura."
Zé Latinhas,Um bom lugar pra tomar umas e curtir um sambinha de rua,um ano atrás,4,Central,,,A good place to take a few and enjoy a street sambinha
Zé Latinhas,"Comida maravilhos Mais
Preço por pessoa
R$ 20–40…",4 dias atrás,5,Central,,,"Wonderful food more
Price per person
R $ 20–40…"
Zé Latinhas,Muito bom e democrático. É o bar da juventude.,um ano atrás,5,Central,,,Very good and democratic. It is the youth bar.
Zé Latinhas,"Atendimento muito bom, ambiente acolhedor, boa localização",um ano atrás,4,Central,,,"Very good service, welcoming environment, good location"
Zé Latinhas,Bom mas pode melhorar.,7 meses atrás,3,Central,,,Good but it can improve.
Zé Latinhas,"Música boa
Ambiente agradável
Bom atendimento",um ano atrás,5,Central,,,"Good music
Pleasant environment
Good service"
Zé Latinhas,"Delícia Mais
Preço por pessoa
R$ 40–60…",um mês atrás,5,Central,,,"Delight more
Price per person
R $ 40–60…"
Zé Latinhas,Não gostei muito demorou o atendimento,9 meses atrás,1,Central,,,I didn't like it very long the service
Zé Latinhas,"Barzinho do baixo centro, cerveja gelada, música top!",um ano atrás,5,Central,,,"Baixa Centro Bar, Cold Beer, Top Music!"
Zé Latinhas,"Adoro esse lugar!!! Bar de energia boa!!!
",11 meses atrás,5,Central,,,I love this place!!! Good energy bar !!!
Zé Latinhas,Não foi na Ana não  …,6 meses atrás,1,Central,,,It wasn't at Ana ...
Zé Latinhas,"Ambiente agradável, com pessoas incríveis nos atendendo",um ano atrás,5,Central,,,"Pleasant environment, with amazing people attending us"
Zé Latinhas,Ótimo lugar com música a beira da rua,um ano atrás,5,Central,,,Great place with music by the street
Zé Latinhas,Ótimo bar no centro de Goiânia.,9 meses atrás,5,Central,,,Great bar in the center of Goiânia.
Zé Latinhas,"Local , ambiente interessantes!",9 meses atrás,4,Central,,,"Location, interesting environment!"
Zé Latinhas,Reavivando o centro!!!,3 meses atrás,4,Central,,,Reviving the center !!!
Zé Latinhas,Amo esse lugar,6 meses atrás,5,Central,,,I love this place
Zé Latinhas,"Música e atendimento impecável, um ótimo lugar.",um ano atrás,5,Central,,,"Music and impeccable service, a great place."
Zé Latinhas,Maravilhoso!,2 meses atrás,4,Central,,,Wonderful!
Zé Latinhas,Lugar maravilhoso e com um atendimento excelente!,8 meses atrás,5,Central,,,Wonderful place and with excellent service!
Zé Latinhas,Meu refúgio em Goiania,3 meses atrás,5,Central,,,My refuge in Goiania
Zé Latinhas,"Bom, alternativo.",5 meses atrás,3,Central,,,"Good, alternative."
Zé Latinhas,"Lugar simples, porém muito limpo e organizado.A comida é muito boa!!",4 anos atrás,5,Central,,,Simple but very clean and organized place. Food is very good !!
Zé Latinhas,"Ótimo lugar, ótimas músicas, poucas mesas",um ano atrás,5,Central,,,"Great place, great songs, few tables"
Zé Latinhas,"Ambiente bom, comida boa com preço justo. Recomendo",4 anos atrás,5,Central,,,"Good atmosphere, good food with fair price. I recommend"
Zé Latinhas,"Bacana demais o espaço, no Centro da Capital. Valeu!",um ano atrás,5,Central,,,Too cool the space in the center of the capital. It cost!
Zé Latinhas,Ótimo atendimento! @s atendentes são lindes!!,um ano atrás,5,Central,,,Great service! @s attendants are beautiful !!
Zé Latinhas,Gostei. Ambiente saudável  …,8 meses atrás,5,Central,,,I liked. Healthy environment ...
Zé Latinhas,"a 14 anos frequento o latinhas , e a sua comida até hoje e impecável!!",2 anos atrás,5,Central,,,"At 14 years I go to the cans, and its food to this day and impeccable !!"
Zé Latinhas,"Poucas opções, comi fria, tempero muito forte, alguns itens muito salgado",2 anos atrás,1,Central,,,"Few options, I ate cold, very strong seasoning, some very salty items"
Zé Latinhas,Agradavel,3 meses atrás,5,Central,,,Pleasant
Zé Latinhas,"Muito bom,toda vez que venho pra Goiânia almoço lá",2 anos atrás,5,Central,,,"Very good, every time I come to Goiânia lunch there"
Zé Latinhas,Ótimo lugar,4 meses atrás,5,Central,,,Optimal
Zé Latinhas,"Muito bom,  lá tem um peixe empanado maravilhoso...",4 anos atrás,5,Central,,,"Very good, there is a wonderful breaded fish ..."
Zé Latinhas,Ótimo... lugar e pessoas,8 meses atrás,5,Central,,,Great ... place and people
Zé Latinhas,Ótimo sempre almoço Lá com meus filhos..,3 anos atrás,3,Central,,,Great always lunch there with my children ..
Zé Latinhas,Excelentes ótima comida bom atendimento  …,2 anos atrás,5,Central,,,Excellent great food good service…
Zé Latinhas,Lugarzinho mto legal com público alternativo .,um ano atrás,5,Central,,,Plus a lot of legal with alternative audience.
Zé Latinhas,muito atrativo,4 meses atrás,5,Central,,,very attractive
Zé Latinhas,Preço justo é comida muito boa. Boa localização e bom atendimento.,6 anos atrás,4,Central,,,Fair price is very good food. Good location and good service.
Zé Latinhas,Ambiente aconchegante e atendimento de qualidade.,um ano atrás,5,Central,,,Cozy atmosphere and quality service.
Zé Latinhas,"Bar de calçada no centro, rolê perfeito",um ano atrás,4,Central,,,"Sidewalk bar in the center, perfect roll"
Zé Latinhas,Muito bom,10 meses atrás,5,Central,,,Very good
Zé Latinhas,EXCELENTE recomendo demais irem ao Zé Latinhas  …,um ano atrás,5,Central,,,Excellent I recommend too much to go to Zé Latinhas…
Zé Latinhas,Local muito agradável,6 meses atrás,5,Central,,,Pleasant location
Zé Latinhas,"Ambiente familiar, respeitoso e comida simples e saborosa.",4 anos atrás,5,Central,,,"Family environment, respectful and simple and tasty food."
Zé Latinhas,Top demais,3 meses atrás,5,Central,,,Too top
Zé Latinhas,Comida variada muito bem feita tempero leve e ótimo preço,5 anos atrás,4,Central,,,Varied food very well made light seasoning and great price
Zé Latinhas,"Comida caseira, simpes mas bem feita. Bom atendimento",4 anos atrás,4,Central,,,"Homemade food, simple but well done. Good service"
Zé Latinhas,Otimo lugar muito animado com atendimento muito bom,um ano atrás,5,Central,,,Great place very excited with very good service
Zé Latinhas,Ambiente aconchegante,5 meses atrás,5,Central,,,Cozy atmosphere
Zé Latinhas,"Lá é maravilhoso pra quem curte diversidade
",um ano atrás,5,Central,,,There is wonderful for those who enjoy diversity
Zé Latinhas,"Péssimo, não gostei",8 meses atrás,1,Central,,,"Terrible, I didn't like it"
Zé Latinhas,Boa comida e ótimo atendimento,um ano atrás,5,Central,,,Good food and great service
Zé Latinhas,Ótimo lugar,5 meses atrás,5,Central,,,Optimal
Zé Latinhas,Lugar limpo e comida e preço bom.,4 anos atrás,4,Central,,,Clean place and food and good price.
Zé Latinhas,Lugar muito agradável no centro de gyn,um ano atrás,5,Central,,,Very nice place in the center of Gyn
Zé Latinhas,"Ótimo lugar, culinária excelente.",2 anos atrás,5,Central,,,"Great place, excellent cuisine."
Zé Latinhas,Gostei,6 meses atrás,4,Central,,,I liked
Zé Latinhas,Restaurante há 52 anos na ativa. Comida caseira barata,4 anos atrás,4,Central,,,Restaurant for 52 years in active. Cheap homemade food
Zé Latinhas,O atendimento deixa um pouco a desejar,um ano atrás,4,Central,,,The service leaves a little to be desired
Zé Latinhas,Lugar massa pra conversar com os amigos,um ano atrás,5,Central,,,Mass place to talk to friends
Zé Latinhas,"Refeição um pouco caro ,mas de ótima qualidade",4 anos atrás,4,Central,,,"Meal a little expensive, but of great quality"
Zé Latinhas,Lugar excelente!!!!,7 meses atrás,5,Central,,,Excellent place !!!!
Zé Latinhas,Lugar para explorar,7 meses atrás,5,Central,,,Explore
Zé Latinhas,Lugar muito agradável,7 meses atrás,5,Central,,,Pleasant place
Zé Latinhas,Pessoal super educados.,um ano atrás,5,Central,,,Super educated staff.
Zé Latinhas,"Ruim,atendimento e comida nota 0",3 anos atrás,1,Central,,,"Bad, service and food note 0"
Zé Latinhas,Eu amo esse lugar,um ano atrás,5,Central,,,I love this place
Zé Latinhas,Comida muito boa. Preço compatível,5 anos atrás,4,Central,,,Very good food. Compatible price
Zé Latinhas,Bom lugar,2 anos atrás,3,Central,,,Good place
Zé Latinhas,Bom parece seguro,um ano atrás,5,Central,,,Good looks safe
Zé Latinhas,Ze latinha sem latinha,um ano atrás,5,Central,,,Ze Latinha Without Latinha
Zé Latinhas,Excelente atendimento e delicioso almoço,5 anos atrás,5,Central,,,Excellent service and delicious lunch
Zé Latinhas,Ótimo lugar,6 meses atrás,5,Central,,,Optimal
Zé Latinhas,Muito bom,2 anos atrás,5,Central,,,Very good
Zé Latinhas,Otimo mesmo depois de 20 anos,4 anos atrás,5,Central,,,Great even after 20 years
Zé Latinhas,Um lugar bom pra se alimentar,2 anos atrás,5,Central,,,A good place to eat
Zé Latinhas,Um bom bar.,10 meses atrás,5,Central,,,A good bar.
Zé Latinhas,"Comida boa, atendimento bom.",5 anos atrás,4,Central,,,"Good food, good service."
Zé Latinhas,Melhor restaurante que já fui,3 anos atrás,5,Central,,,Best restaurant I have ever been
Zé Latinhas,Lugar aconchegante e comida gostosa,2 anos atrás,5,Central,,,Cozy place and hot food
Zé Latinhas,Otimo,10 meses atrás,5,Central,,,Excellent
Zé Latinhas,Ótimo como sempre,um ano atrás,5,Central,,,Great as always
Zé Latinhas,A caipirinha é maravilhosa!,um ano atrás,5,Central,,,The caipirinha is wonderful!
Zé Latinhas,Ambiente incrível,um ano atrás,5,Central,,,Incredible
Zé Latinhas,Lugar excelente,um ano atrás,5,Central,,,Excellent place
Zé Latinhas,Pela qualidade das comidas e o atendimento,4 anos atrás,4,Central,,,For the quality of the food and the service
Zé Latinhas,Atendimento excelente!,um ano atrás,5,Central,,,Excelent reception!
Zé Latinhas,Ótimo,um ano atrás,5,Central,,,Excellent
Zé Latinhas,Foi bom.,4 anos atrás,4,Central,,,It was good.
Zé Latinhas,Ambiente bom.,um ano atrás,5,Central,,,Good environment.
Zé Latinhas,Atendimento diferenciado e comida deliciosa.,3 anos atrás,5,Central,,,Differentiated service and delicious food.
Zé Latinhas,Muito limpo e comida gostosa,5 anos atrás,5,Central,,,Very clean and hot food
Zé Latinhas,Excelente qualidade do almoço,4 anos atrás,5,Central,,,Excellent lunch quality
Zé Latinhas,MUITO BOA,2 anos atrás,5,Central,,,Very good
Zé Latinhas,Postei há meia hora,4 anos atrás,4,Central,,,I posted half an hour
Zé Latinhas,Melhor atendimento,um ano atrás,5,Central,,,Best atendiment
Zé Latinhas,Foi Agradável!!,3 anos atrás,4,Central,,,It was nice!!
Zé Latinhas,Muito bom!,um ano atrás,5,Central,,,Very good!
Zé Latinhas,Boa música,um ano atrás,5,Central,,,Good music
Zé Latinhas,Muito bom!,2 anos atrás,5,Central,,,Very good!
Zé Latinhas,Boa,10 meses atrás,5,Central,,,Good
Zé Latinhas,"Comida Boa, garçons gentilmente.",3 anos atrás,5,Central,,,"Good food, waiters gently."
Zé Latinhas,O cupim assado delicioso.,3 anos atrás,4,Central,,,The delicious roasted termite.
Zé Latinhas,Comida excelente.,um ano atrás,5,Central,,,Excellent food.
Zé Latinhas,Chopp campeão!,2 anos atrás,5,Central,,,CHAPP CHAMPION!
Zé Latinhas,Péssimo,um ano atrás,1,Central,,,Terrible
Zé Latinhas,Caro,um ano atrás,3,Central,,,Dear
Zé Latinhas,Bonzinho,um ano atrás,4,Central,,,Tap
Zé Latinhas,Inesquecível,7 meses atrás,5,Central,,,Unforgettable
Zé Latinhas,É  bom,3 anos atrás,3,Central,,,It is good
Zé Latinhas,Cremoso,um ano atrás,5,Central,,,Creamy
Zé Latinhas,Atendimento excelente,um ano atrás,5,Central,,,Excelent reception
Zé Latinhas,Ótimo.,4 anos atrás,5,Central,,,Excellent.
Zé Latinhas,Mais mesas;,um ano atrás,2,Central,,,More tables;
Zé Latinhas,Bom demais,2 anos atrás,5,Central,,,Too good
Zé Latinhas,Excelente comida por kilo.,5 anos atrás,5,Central,,,Excellent food per kilo.
Zé Latinhas,Ótima comida,um ano atrás,5,Central,,,Great food
Zé Latinhas,Ótimo lugar.,3 anos atrás,5,Central,,,Great place.
Zé Latinhas,Foi,3 anos atrás,3,Central,,,He was
Zé Latinhas,Comida muito boa,5 anos atrás,4,Central,,,Very good food
Zé Latinhas,gostei,4 anos atrás,5,Central,,,I liked
Zé Latinhas,Excelente!,5 anos atrás,4,Central,,,Great!
Zé Latinhas,Boa refeição,4 anos atrás,4,Central,,,Good meal
Zé Latinhas,Boa,11 meses atrás,3,Central,,,Good
Zé Latinhas,Boa comida,3 anos atrás,4,Central,,,Good food
Zé Latinhas,Muito bom!,4 anos atrás,4,Central,,,Very good!
Zé Latinhas,Boa comidinha,4 anos atrás,5,Central,,,Good food
Zé Latinhas,Comida fria,4 anos atrás,3,Central,,,Cold food
Zé Latinhas,Atendimento,Comida fria,5,Central,,,Service
Zé Latinhas,Aconchegante,3 anos atrás,4,Central,,,Cozy
Zé Latinhas,Ótima!!!,2 anos atrás,5,Central,,,Excellent!!!
Zé Latinhas,Ótima comida,3 anos atrás,5,Central,,,Great food
Zé Latinhas,Boa,um ano atrás,1,Central,,,Good
Zé Latinhas,Comida boa...,4 anos atrás,3,Central,,29/7,Nice food...
